SYSTEM," ""1"""," ""SYSTEM"""," ""System Start"""," """"",,,
main," ""81"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#createDrawingView:1"," d=java.awt.Dimension (id=133)""",,
main," ""82"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""83"""," ""SYSTEM"""," ""Type Load"""," ""class=java.awt.image.ImageObserver""",,,
main," ""84"""," ""SYSTEM"""," ""Type Load"""," ""class=java.awt.Panel""",,,
main," ""85"""," ""SYSTEM"""," ""Type Load"""," ""class=CH.ifa.draw.standard.StandardDrawingView""",,,
main," ""86"""," ""SYSTEM"""," ""New Object"""," ""object=CH.ifa.draw.standard.StandardDrawingView:1""",,,
main," ""87"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.application.DrawApplication:1#createDrawingView:1"," target=CH.ifa.draw.standard.StandardDrawingView:1#CH.ifa.draw.standard.StandardDrawingView:1""",,
main," ""88"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""89"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.StandardDrawingView:1#CH.ifa.draw.standard.StandardDrawingView:1"," width=400""",,
main," ""90"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.StandardDrawingView:1#CH.ifa.draw.standard.StandardDrawingView:1"," height=600""",,
main," ""91"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.StandardDrawingView:1#CH.ifa.draw.standard.StandardDrawingView:1"," editor=CH.ifa.draw.samples.pert.PertApplication:1""",,
main," ""92"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""93"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""94"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.StandardDrawingView:1"," fDamage=null""",,
main," ""95"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""96"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.StandardDrawingView:1"," fBackgrounds=null""",,
main," ""97"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""98"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.StandardDrawingView:1"," fForegrounds=null""",,
main," ""99"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""100"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.StandardDrawingView:1"," drawingViewSerializedDataVersion=1""",,
main," ""101"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""102"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.StandardDrawingView:1"," fEditor=CH.ifa.draw.samples.pert.PertApplication:1""",,
main," ""103"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""104"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.StandardDrawingView:1"," fViewSize=java.awt.Dimension (id=149)""",,
main," ""105"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""106"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.StandardDrawingView:1"," fLastClick=java.awt.Point (id=150)""",,
main," ""107"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""108"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.StandardDrawingView:1"," fConstrainer=null""",,
main," ""109"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""110"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.StandardDrawingView:1"," fSelection=java.util.Vector (id=153)""",,
main," ""111"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""112"""," ""SYSTEM"""," ""Type Load"""," ""class=CH.ifa.draw.standard.BufferedUpdateStrategy""",,,
main," ""113"""," ""SYSTEM"""," ""New Object"""," ""object=CH.ifa.draw.standard.BufferedUpdateStrategy:1""",,,
main," ""114"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.standard.StandardDrawingView:1#CH.ifa.draw.standard.StandardDrawingView:1"," target=CH.ifa.draw.standard.BufferedUpdateStrategy:1#BufferedUpdateStrategy:1""",,
main," ""115"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""116"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""117"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""118"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.BufferedUpdateStrategy:1"," fImagewidth=-1""",,
main," ""119"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""120"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.BufferedUpdateStrategy:1"," fImageheight=-1""",,
main," ""121"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""122"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.BufferedUpdateStrategy:1"," bufferedUpdateSerializedDataVersion=1""",,
main," ""123"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""124"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.standard.BufferedUpdateStrategy:1#BufferedUpdateStrategy:1"," value=<void>""",,
main," ""125"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""126"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""127"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.standard.StandardDrawingView:1#CH.ifa.draw.standard.StandardDrawingView:1"," target=CH.ifa.draw.standard.StandardDrawingView:1#setDisplayUpdate:1""",,
main," ""128"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""129"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.standard.StandardDrawingView:1#setDisplayUpdate:1"," updateStrategy=CH.ifa.draw.standard.BufferedUpdateStrategy:1""",,
main," ""130"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""131"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.standard.StandardDrawingView:1"," fUpdateStrategy=CH.ifa.draw.standard.BufferedUpdateStrategy:1""",,
main," ""132"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""133"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.standard.StandardDrawingView:1#setDisplayUpdate:1"," value=<void>""",,
main," ""134"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""135"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""136"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""137"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""138"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""139"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""140"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.standard.StandardDrawingView:1#CH.ifa.draw.standard.StandardDrawingView:1"," value=<void>""",,
main," ""141"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""142"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""143"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#createDrawingView:1"," result=CH.ifa.draw.standard.StandardDrawingView:1""",,
main," ""144"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.application.DrawApplication:1#createDrawingView:1"," value=CH.ifa.draw.standard.StandardDrawingView:1""",,
main," ""145"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""146"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""147"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.application.DrawApplication:1"," fView=CH.ifa.draw.standard.StandardDrawingView:1""",,
main," ""148"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""149"""," ""SYSTEM"""," ""Field Read"""," ""context=CH.ifa.draw.application.DrawApplication:1"," fView""",,
main," ""150"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.application.DrawApplication:1#open:1"," target=CH.ifa.draw.application.DrawApplication:1#createContents:1""",,
main," ""151"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""152"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#createContents:1"," view=CH.ifa.draw.standard.StandardDrawingView:1""",,
main," ""153"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""154"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#createContents:1"," sp=java.awt.ScrollPane (id=158)""",,
main," ""155"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""156"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#createContents:1"," vadjust=java.awt.ScrollPaneAdjustable (id=160)""",,
main," ""157"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""158"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#createContents:1"," hadjust=java.awt.ScrollPaneAdjustable (id=162)""",,
main," ""159"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""160"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""161"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""162"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""163"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#createContents:1"," result=java.awt.ScrollPane (id=158)""",,
main," ""164"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.application.DrawApplication:1#createContents:1"," value=java.awt.ScrollPane (id=158)""",,
main," ""165"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""166"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""167"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#open:1"," contents=java.awt.ScrollPane (id=158)""",,
main," ""168"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""169"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""170"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.application.DrawApplication:1#open:1"," target=CH.ifa.draw.application.DrawApplication:1#createToolPalette:1""",,
main," ""171"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""172"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""173"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#createToolPalette:1"," palette=java.awt.Panel (id=163)""",,
main," ""174"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""175"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""176"""," ""SYSTEM"""," ""Type Load"""," ""class=CH.ifa.draw.util.PaletteLayout""",,,
main," ""177"""," ""SYSTEM"""," ""New Object"""," ""object=CH.ifa.draw.util.PaletteLayout:1""",,,
main," ""178"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.application.DrawApplication:1#createToolPalette:1"," target=CH.ifa.draw.util.PaletteLayout:1#CH.ifa.draw.util.PaletteLayout:1""",,
main," ""179"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""180"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.PaletteLayout:1#CH.ifa.draw.util.PaletteLayout:1"," border=java.awt.Point (id=167)""",,
main," ""181"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.PaletteLayout:1#CH.ifa.draw.util.PaletteLayout:1"," gap=2""",,
main," ""182"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""183"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.util.PaletteLayout:1#CH.ifa.draw.util.PaletteLayout:1"," target=CH.ifa.draw.util.PaletteLayout:1#CH.ifa.draw.util.PaletteLayout:1""",,
main," ""184"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""185"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.PaletteLayout:1#CH.ifa.draw.util.PaletteLayout:1"," border=java.awt.Point (id=167)""",,
main," ""186"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.PaletteLayout:1#CH.ifa.draw.util.PaletteLayout:1"," vertical=true""",,
main," ""187"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.util.PaletteLayout:1#CH.ifa.draw.util.PaletteLayout:1"," gap=2""",,
main," ""188"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""189"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""190"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.util.PaletteLayout:1"," fGap=2""",,
main," ""191"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""192"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.util.PaletteLayout:1"," fBorder=java.awt.Point (id=167)""",,
main," ""193"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""194"""," ""SYSTEM"""," ""Field Write"""," ""context=CH.ifa.draw.util.PaletteLayout:1"," fVerticalLayout=true""",,
main," ""195"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""196"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.util.PaletteLayout:1#CH.ifa.draw.util.PaletteLayout:1"," value=<void>""",,
main," ""197"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""198"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""199"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.util.PaletteLayout:1#CH.ifa.draw.util.PaletteLayout:1"," value=<void>""",,
main," ""200"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""201"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""202"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""203"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#createToolPalette:1"," result=java.awt.Panel (id=163)""",,
main," ""204"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.application.DrawApplication:1#createToolPalette:1"," value=java.awt.Panel (id=163)""",,
main," ""205"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""206"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""207"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#open:1"," tools=java.awt.Panel (id=163)""",,
main," ""208"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""209"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.application.DrawApplication:1#open:1"," target=CH.ifa.draw.samples.pert.PertApplication:1#createTools:1""",,
main," ""210"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""211"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.samples.pert.PertApplication:1#createTools:1"," palette=java.awt.Panel (id=163)""",,
main," ""212"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""213"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.samples.pert.PertApplication:1#createTools:1"," target=CH.ifa.draw.application.DrawApplication:1#createTools:1""",,
main," ""214"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""215"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#createTools:1"," palette=java.awt.Panel (id=163)""",,
main," ""216"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""217"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.application.DrawApplication:1#createTools:1"," target=CH.ifa.draw.application.DrawApplication:1#createSelectionTool:1""",,
main," ""218"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""219"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""220"""," ""SYSTEM"""," ""Type Load"""," ""class=CH.ifa.draw.standard.AbstractTool""",,,
main," ""221"""," ""SYSTEM"""," ""Type Load"""," ""class=CH.ifa.draw.standard.SelectionTool""",,,
main," ""222"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.application.DrawApplication:1#createSelectionTool:1"," target=CH.ifa.draw.application.DrawApplication:1#view:1""",,
main," ""223"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
main," ""224"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""225"""," ""SYSTEM"""," ""Field Read"""," ""context=CH.ifa.draw.application.DrawApplication:1"," fView""",,
main," ""226"""," ""SYSTEM"""," ""Variable Write"""," ""context=CH.ifa.draw.application.DrawApplication:1#view:1"," result=CH.ifa.draw.standard.StandardDrawingView:1""",,
main," ""227"""," ""SYSTEM"""," ""Method Exit"""," ""returner=CH.ifa.draw.application.DrawApplication:1#view:1"," value=CH.ifa.draw.standard.StandardDrawingView:1""",,
main," ""228"""," ""SYSTEM"""," ""Method Returned"""," """"",,,
main," ""229"""," ""SYSTEM"""," ""Line Step"""," ""<source unavailable>""",,,
main," ""230"""," ""SYSTEM"""," ""New Object"""," ""object=CH.ifa.draw.standard.SelectionTool:1""",,,
main," ""231"""," ""SYSTEM"""," ""Method Call"""," ""caller=CH.ifa.draw.application.DrawApplication:1#createSelectionTool:1"," target=CH.ifa.draw.standard.SelectionTool:1#CH.ifa.draw.standard.SelectionTool:1""",,
main," ""232"""," ""SYSTEM"""," ""Method Entered"""," """"",,,
